,Departamento,Anio,Concepto,Cantidad
2278,Quindío,2011,Consultorios en el servicio de urgencias,35
2279,Quindío,2011,Salas de quirófanos,10
2280,Quindío,2011,Mesas de partos,16
2281,Quindío,2011,Número de unidades de odontología,69
2282,Risaralda,2011,Camas de hospitalización,643
2283,Risaralda,2011,Camas de observación,188
2284,Risaralda,2011,Consultorios de consulta externa,263
2285,Risaralda,2011,Consultorios en el servicio de urgencias,39
2286,Risaralda,2011,Salas de quirófanos,14
2287,Risaralda,2011,Mesas de partos,22
2288,Risaralda,2011,Número de unidades de odontología,83
2289,Santander,2011,Camas de hospitalización,1.581
2290,Santander,2011,Camas de observación,338
2291,Santander,2011,Consultorios de consulta externa,410
2292,Santander,2011,Consultorios en el servicio de urgencias,115
2293,Santander,2011,Salas de quirófanos,28
2294,Santander,2011,Mesas de partos,102
2295,Santander,2011,Número de unidades de odontología,181
2296,Sucre,2011,Camas de hospitalización,610
2297,Sucre,2011,Camas de observación,211
2298,Sucre,2011,Consultorios de consulta externa,200
2299,Sucre,2011,Consultorios en el servicio de urgencias,45
2300,Sucre,2011,Salas de quirófanos,9
2301,Sucre,2011,Mesas de partos,42
2302,Sucre,2011,Número de unidades de odontología,65
2303,Tolima,2011,Camas de hospitalización,2.044
2304,Tolima,2011,Camas de observación,375
2305,Tolima,2011,Consultorios de consulta externa,689
2306,Tolima,2011,Consultorios en el servicio de urgencias,133
2307,Tolima,2011,Salas de quirófanos,32
2308,Tolima,2011,Mesas de partos,90
2309,Tolima,2011,Número de unidades de odontología,186
2310,Valle del Cauca,2011,Camas de hospitalización,1.918
2311,Valle del Cauca,2011,Camas de observación,535
2312,Valle del Cauca,2011,Consultorios de consulta externa,884
2313,Valle del Cauca,2011,Consultorios en el servicio de urgencias,132
2314,Valle del Cauca,2011,Salas de quirófanos,65
2315,Valle del Cauca,2011,Mesas de partos,68
2316,Valle del Cauca,2011,Número de unidades de odontología,388
2317,Vaupés,2011,Camas de hospitalización,14
2318,Vaupés,2011,Camas de observación,6
2319,Vaupés,2011,Consultorios de consulta externa,5
2320,Vaupés,2011,Consultorios en el servicio de urgencias,3
2321,Vaupés,2011,Salas de quirófanos,1
2322,Vaupés,2011,Mesas de partos,3
2323,Vaupés,2011,Número de unidades de odontología,5
2324,Vichada,2011,Camas de hospitalización,77
2325,Vichada,2011,Camas de observación,11
2326,Vichada,2011,Consultorios de consulta externa,16
2327,Vichada,2011,Consultorios en el servicio de urgencias,7
2328,Vichada,2011,Salas de quirófanos,5
2329,Vichada,2011,Mesas de partos,5
2330,Vichada,2011,Número de unidades de odontología,8
2331,Nacional,2012,Camas de hospitalización,26.025
2332,Nacional,2012,Camas de observación,7.456
2333,Nacional,2012,Consultorios de consulta externa,9.560
2334,Nacional,2012,Consultorios en el servicio de urgencias,3.327
2335,Nacional,2012,Salas de quirófanos,619
2336,Nacional,2012,Mesas de partos,1.401
2337,Nacional,2012,Número de unidades de odontología,4.045
2338,Amazonas,2012,Camas de hospitalización,88
2339,Amazonas,2012,Camas de observación,26
2340,Amazonas,2012,Consultorios de consulta externa,31
2341,Amazonas,2012,Consultorios en el servicio de urgencias,7
2342,Amazonas,2012,Salas de quirófanos,2
2343,Amazonas,2012,Mesas de partos,10
2344,Amazonas,2012,Número de unidades de odontología,12
2345,Antioquia,2012,Camas de hospitalización,3.245
2346,Antioquia,2012,Camas de observación,937
2347,Antioquia,2012,Consultorios de consulta externa,1.275
2348,Antioquia,2012,Consultorios en el servicio de urgencias,223
2349,Antioquia,2012,Salas de quirófanos,76
2350,Antioquia,2012,Mesas de partos,158
2351,Antioquia,2012,Número de unidades de odontología,506
2352,Arauca,2012,Camas de hospitalización,217
2353,Arauca,2012,Camas de observación,76
2354,Arauca,2012,Consultorios de consulta externa,78
2355,Arauca,2012,Consultorios en el servicio de urgencias,16
2356,Arauca,2012,Salas de quirófanos,8
2357,Arauca,2012,Mesas de partos,9
2358,Arauca,2012,Número de unidades de odontología,35
2359,Atlántico,2012,Camas de hospitalización,665
2360,Atlántico,2012,Camas de observación,172
2361,Atlántico,2012,Consultorios de consulta externa,180
2362,Atlántico,2012,Consultorios en el servicio de urgencias,38
2363,Atlántico,2012,Salas de quirófanos,13
2364,Atlántico,2012,Mesas de partos,32
2365,Atlántico,2012,Número de unidades de odontología,72
2366,"Bogotá, D.C.",2012,Camas de hospitalización,3.004
2367,"Bogotá, D.C.",2012,Camas de observación,476
2368,"Bogotá, D.C.",2012,Consultorios de consulta externa,1.060
2369,"Bogotá, D.C.",2012,Consultorios en el servicio de urgencias,126
2370,"Bogotá, D.C.",2012,Salas de quirófanos,72
2371,"Bogotá, D.C.",2012,Mesas de partos,36
2372,"Bogotá, D.C.",2012,Número de unidades de odontología,279
2373,Bolívar,2012,Camas de hospitalización,871
2374,Bolívar,2012,Camas de observación,370
2375,Bolívar,2012,Consultorios de consulta externa,392
2376,Bolívar,2012,Consultorios en el servicio de urgencias,102
2377,Bolívar,2012,Salas de quirófanos,20
2378,Bolívar,2012,Mesas de partos,76
2379,Bolívar,2012,Número de unidades de odontología,166
2380,Boyacá,2012,Camas de hospitalización,848
2381,Boyacá,2012,Camas de observación,216
2382,Boyacá,2012,Consultorios de consulta externa,488
2383,Boyacá,2012,Consultorios en el servicio de urgencias,1.478
2384,Boyacá,2012,Salas de quirófanos,24
2385,Boyacá,2012,Mesas de partos,54
2386,Boyacá,2012,Número de unidades de odontología,252
2387,Caldas,2012,Camas de hospitalización,805
2388,Caldas,2012,Camas de observación,176
2389,Caldas,2012,Consultorios de consulta externa,250
2390,Caldas,2012,Consultorios en el servicio de urgencias,58
2391,Caldas,2012,Salas de quirófanos,18
2392,Caldas,2012,Mesas de partos,41
2393,Caldas,2012,Número de unidades de odontología,133
2394,Caquetá,2012,Camas de hospitalización,299
2395,Caquetá,2012,Camas de observación,99
2396,Caquetá,2012,Consultorios de consulta externa,67
2397,Caquetá,2012,Consultorios en el servicio de urgencias,23
2398,Caquetá,2012,Salas de quirófanos,3
2399,Caquetá,2012,Mesas de partos,19
2400,Caquetá,2012,Número de unidades de odontología,33
2401,Casanare,2012,Camas de hospitalización,299
2402,Casanare,2012,Camas de observación,104
2403,Casanare,2012,Consultorios de consulta externa,106
2404,Casanare,2012,Consultorios en el servicio de urgencias,29
2405,Casanare,2012,Salas de quirófanos,3
2406,Casanare,2012,Mesas de partos,21
2407,Casanare,2012,Número de unidades de odontología,38
2408,Cauca,2012,Camas de hospitalización,718
2409,Cauca,2012,Camas de observación,267
2410,Cauca,2012,Consultorios de consulta externa,311
2411,Cauca,2012,Consultorios en el servicio de urgencias,62
2412,Cauca,2012,Salas de quirófanos,19
2413,Cauca,2012,Mesas de partos,72
2414,Cauca,2012,Número de unidades de odontología,194
2415,Cesar,2012,Camas de hospitalización,763
2416,Cesar,2012,Camas de observación,240
2417,Cesar,2012,Consultorios de consulta externa,242
2418,Cesar,2012,Consultorios en el servicio de urgencias,62
2419,Cesar,2012,Salas de quirófanos,16
2420,Cesar,2012,Mesas de partos,54
2421,Cesar,2012,Número de unidades de odontología,79
2422,Chocó,2012,Camas de hospitalización,239
2423,Chocó,2012,Camas de observación,73
2424,Chocó,2012,Consultorios de consulta externa,34
2425,Chocó,2012,Consultorios en el servicio de urgencias,8
2426,Chocó,2012,Salas de quirófanos,2
2427,Chocó,2012,Mesas de partos,8
2428,Chocó,2012,Número de unidades de odontología,11
2429,Córdoba,2012,Camas de hospitalización,805
2430,Córdoba,2012,Camas de observación,334
2431,Córdoba,2012,Consultorios de consulta externa,324
2432,Córdoba,2012,Consultorios en el servicio de urgencias,70
2433,Córdoba,2012,Salas de quirófanos,14
2434,Córdoba,2012,Mesas de partos,55
2435,Córdoba,2012,Número de unidades de odontología,128
2436,Cundinamarca,2012,Camas de hospitalización,1.701
2437,Cundinamarca,2012,Camas de observación,404
2438,Cundinamarca,2012,Consultorios de consulta externa,653
2439,Cundinamarca,2012,Consultorios en el servicio de urgencias,103
2440,Cundinamarca,2012,Salas de quirófanos,53
2441,Cundinamarca,2012,Mesas de partos,60
2442,Cundinamarca,2012,Número de unidades de odontología,252
2443,Guainía,2012,Camas de hospitalización,57
2444,Guainía,2012,Camas de observación,8
2445,Guainía,2012,Consultorios de consulta externa,13
2446,Guainía,2012,Consultorios en el servicio de urgencias,4
2447,Guainía,2012,Salas de quirófanos,3
2448,Guainía,2012,Mesas de partos,5
2449,Guainía,2012,Número de unidades de odontología,10
2450,Guaviare,2012,Camas de hospitalización,121
2451,Guaviare,2012,Camas de observación,36
2452,Guaviare,2012,Consultorios de consulta externa,33
2453,Guaviare,2012,Consultorios en el servicio de urgencias,13
2454,Guaviare,2012,Salas de quirófanos,2
2455,Guaviare,2012,Mesas de partos,5
2456,Guaviare,2012,Número de unidades de odontología,12
2457,Huila,2012,Camas de hospitalización,992
2458,Huila,2012,Camas de observación,290
2459,Huila,2012,Consultorios de consulta externa,269
2460,Huila,2012,Consultorios en el servicio de urgencias,70
2461,Huila,2012,Salas de quirófanos,19
2462,Huila,2012,Mesas de partos,46
2463,Huila,2012,Número de unidades de odontología,179
2464,La Guajira,2012,Camas de hospitalización,411
2465,La Guajira,2012,Camas de observación,163
2466,La Guajira,2012,Consultorios de consulta externa,231
2467,La Guajira,2012,Consultorios en el servicio de urgencias,39
2468,La Guajira,2012,Salas de quirófanos,12
2469,La Guajira,2012,Mesas de partos,35
2470,La Guajira,2012,Número de unidades de odontología,85
2471,Magdalena,2012,Camas de hospitalización,771
2472,Magdalena,2012,Camas de observación,215
2473,Magdalena,2012,Consultorios de consulta externa,229
2474,Magdalena,2012,Consultorios en el servicio de urgencias,64
2475,Magdalena,2012,Salas de quirófanos,15
2476,Magdalena,2012,Mesas de partos,72
2477,Magdalena,2012,Número de unidades de odontología,115
2478,Meta,2012,Camas de hospitalización,673
2479,Meta,2012,Camas de observación,195
2480,Meta,2012,Consultorios de consulta externa,204
2481,Meta,2012,Consultorios en el servicio de urgencias,49
2482,Meta,2012,Salas de quirófanos,9
2483,Meta,2012,Mesas de partos,36
2484,Meta,2012,Número de unidades de odontología,66
2485,Nariño,2012,Camas de hospitalización,697
2486,Nariño,2012,Camas de observación,469
2487,Nariño,2012,Consultorios de consulta externa,504
2488,Nariño,2012,Consultorios en el servicio de urgencias,111
2489,Nariño,2012,Salas de quirófanos,17
2490,Nariño,2012,Mesas de partos,89
2491,Nariño,2012,Número de unidades de odontología,269
2492,Norte de Santander,2012,Camas de hospitalización,834
2493,Norte de Santander,2012,Camas de observación,280
2494,Norte de Santander,2012,Consultorios de consulta externa,229
2495,Norte de Santander,2012,Consultorios en el servicio de urgencias,80
2496,Norte de Santander,2012,Salas de quirófanos,12
2497,Norte de Santander,2012,Mesas de partos,67
2498,Norte de Santander,2012,Número de unidades de odontología,123
2499,Putumayo,2012,Camas de hospitalización,283
2500,Putumayo,2012,Camas de observación,88
2501,Putumayo,2012,Consultorios de consulta externa,77
2502,Putumayo,2012,Consultorios en el servicio de urgencias,15
2503,Putumayo,2012,Salas de quirófanos,6
2504,Putumayo,2012,Mesas de partos,11
2505,Putumayo,2012,Número de unidades de odontología,40
2506,Quindío,2012,Camas de hospitalización,539
2507,Quindío,2012,Camas de observación,146
2508,Quindío,2012,Consultorios de consulta externa,158
2509,Quindío,2012,Consultorios en el servicio de urgencias,33
2510,Quindío,2012,Salas de quirófanos,10
2511,Quindío,2012,Mesas de partos,17
2512,Quindío,2012,Número de unidades de odontología,76
2513,Risaralda,2012,Camas de hospitalización,647
2514,Risaralda,2012,Camas de observación,194
2515,Risaralda,2012,Consultorios de consulta externa,281
2516,Risaralda,2012,Consultorios en el servicio de urgencias,45
2517,Risaralda,2012,Salas de quirófanos,14
2518,Risaralda,2012,Mesas de partos,22
2519,Risaralda,2012,Número de unidades de odontología,87
2520,Santander,2012,Camas de hospitalización,1.610
2521,Santander,2012,Camas de observación,352
2522,Santander,2012,Consultorios de consulta externa,392
2523,Santander,2012,Consultorios en el servicio de urgencias,119
2524,Santander,2012,Salas de quirófanos,29
2525,Santander,2012,Mesas de partos,102
2526,Santander,2012,Número de unidades de odontología,177
2527,Sucre,2012,Camas de hospitalización,609
2528,Sucre,2012,Camas de observación,192
2529,Sucre,2012,Consultorios de consulta externa,209
2530,Sucre,2012,Consultorios en el servicio de urgencias,44
2531,Sucre,2012,Salas de quirófanos,9
2532,Sucre,2012,Mesas de partos,46
2533,Sucre,2012,Número de unidades de odontología,66
2534,Tolima,2012,Camas de hospitalización,1.262
2535,Tolima,2012,Camas de observación,267
2536,Tolima,2012,Consultorios de consulta externa,313
2537,Tolima,2012,Consultorios en el servicio de urgencias,91
2538,Tolima,2012,Salas de quirófanos,22
2539,Tolima,2012,Mesas de partos,63
2540,Tolima,2012,Número de unidades de odontología,121
2541,Valle del Cauca,2012,Camas de hospitalización,1.869
2542,Valle del Cauca,2012,Camas de observación,573
2543,Valle del Cauca,2012,Consultorios de consulta externa,904
2544,Valle del Cauca,2012,Consultorios en el servicio de urgencias,134
2545,Valle del Cauca,2012,Salas de quirófanos,94
2546,Valle del Cauca,2012,Mesas de partos,70
2547,Valle del Cauca,2012,Número de unidades de odontología,418
2548,Vaupés,2012,Camas de hospitalización,14
2549,Vaupés,2012,Camas de observación,6
2550,Vaupés,2012,Consultorios de consulta externa,5
2551,Vaupés,2012,Consultorios en el servicio de urgencias,3
2552,Vaupés,2012,Salas de quirófanos,1
2553,Vaupés,2012,Mesas de partos,3
2554,Vaupés,2012,Número de unidades de odontología,5
2555,Vichada,2012,Camas de hospitalización,69
2556,Vichada,2012,Camas de observación,12
2557,Vichada,2012,Consultorios de consulta externa,18
2558,Vichada,2012,Consultorios en el servicio de urgencias,8
2559,Vichada,2012,Salas de quirófanos,2
2560,Vichada,2012,Mesas de partos,7
2561,Vichada,2012,Número de unidades de odontología,6
2562,Nacional,2013,Camas de hospitalización,26.013
2563,Nacional,2013,Camas de observación,7.733
2564,Nacional,2013,Consultorios de consulta externa,9.862
2565,Nacional,2013,Consultorios en el servicio de urgencias,1.947
2566,Nacional,2013,Salas de quirófanos,561
2567,Nacional,2013,Mesas de partos,1.340
2568,Nacional,2013,Número de unidades de odontología,4.011
2569,Amazonas,2013,Camas de hospitalización,96
2570,Amazonas,2013,Camas de observación,30
2571,Amazonas,2013,Consultorios de consulta externa,27
2572,Amazonas,2013,Consultorios en el servicio de urgencias,10
2573,Amazonas,2013,Salas de quirófanos,2
2574,Amazonas,2013,Mesas de partos,9
2575,Amazonas,2013,Número de unidades de odontología,11
2576,Antioquia,2013,Camas de hospitalización,3.184
2577,Antioquia,2013,Camas de observación,937
2578,Antioquia,2013,Consultorios de consulta externa,1.119
2579,Antioquia,2013,Consultorios en el servicio de urgencias,206
2580,Antioquia,2013,Salas de quirófanos,65
2581,Antioquia,2013,Mesas de partos,154
2582,Antioquia,2013,Número de unidades de odontología,492
2583,Arauca,2013,Camas de hospitalización,281
2584,Arauca,2013,Camas de observación,82
2585,Arauca,2013,Consultorios de consulta externa,81
2586,Arauca,2013,Consultorios en el servicio de urgencias,16
2587,Arauca,2013,Salas de quirófanos,8
2588,Arauca,2013,Mesas de partos,9
2589,Arauca,2013,Número de unidades de odontología,30
2590,Atlántico,2013,Camas de hospitalización,689
2591,Atlántico,2013,Camas de observación,185
2592,Atlántico,2013,Consultorios de consulta externa,207
2593,Atlántico,2013,Consultorios en el servicio de urgencias,44
2594,Atlántico,2013,Salas de quirófanos,14
2595,Atlántico,2013,Mesas de partos,32
2596,Atlántico,2013,Número de unidades de odontología,76
2597,"Bogotá, D.C.",2013,Camas de hospitalización,3.092
2598,"Bogotá, D.C.",2013,Camas de observación,510
2599,"Bogotá, D.C.",2013,Consultorios de consulta externa,1.062
2600,"Bogotá, D.C.",2013,Consultorios en el servicio de urgencias,128
2601,"Bogotá, D.C.",2013,Salas de quirófanos,70
2602,"Bogotá, D.C.",2013,Mesas de partos,35
2603,"Bogotá, D.C.",2013,Número de unidades de odontología,269
2604,Bolívar,2013,Camas de hospitalización,897
2605,Bolívar,2013,Camas de observación,395
2606,Bolívar,2013,Consultorios de consulta externa,400
2607,Bolívar,2013,Consultorios en el servicio de urgencias,95
2608,Bolívar,2013,Salas de quirófanos,19
2609,Bolívar,2013,Mesas de partos,69
2610,Bolívar,2013,Número de unidades de odontología,163
2611,Boyacá,2013,Camas de hospitalización,862
2612,Boyacá,2013,Camas de observación,213
2613,Boyacá,2013,Consultorios de consulta externa,497
2614,Boyacá,2013,Consultorios en el servicio de urgencias,88
2615,Boyacá,2013,Salas de quirófanos,24
2616,Boyacá,2013,Mesas de partos,49
2617,Boyacá,2013,Número de unidades de odontología,241
2618,Caldas,2013,Camas de hospitalización,685
2619,Caldas,2013,Camas de observación,174
2620,Caldas,2013,Consultorios de consulta externa,270
2621,Caldas,2013,Consultorios en el servicio de urgencias,63
2622,Caldas,2013,Salas de quirófanos,18
2623,Caldas,2013,Mesas de partos,43
2624,Caldas,2013,Número de unidades de odontología,133
2625,Caquetá,2013,Camas de hospitalización,301
2626,Caquetá,2013,Camas de observación,95
2627,Caquetá,2013,Consultorios de consulta externa,67
2628,Caquetá,2013,Consultorios en el servicio de urgencias,22
2629,Caquetá,2013,Salas de quirófanos,3
2630,Caquetá,2013,Mesas de partos,18
2631,Caquetá,2013,Número de unidades de odontología,31
2632,Casanare,2013,Camas de hospitalización,271
2633,Casanare,2013,Camas de observación,120
2634,Casanare,2013,Consultorios de consulta externa,112
2635,Casanare,2013,Consultorios en el servicio de urgencias,28
2636,Casanare,2013,Salas de quirófanos,2
2637,Casanare,2013,Mesas de partos,21
2638,Casanare,2013,Número de unidades de odontología,42
2639,Cauca,2013,Camas de hospitalización,737
2640,Cauca,2013,Camas de observación,280
2641,Cauca,2013,Consultorios de consulta externa,271
2642,Cauca,2013,Consultorios en el servicio de urgencias,62
2643,Cauca,2013,Salas de quirófanos,18
2644,Cauca,2013,Mesas de partos,63
2645,Cauca,2013,Número de unidades de odontología,179
2646,Cesar,2013,Camas de hospitalización,756
2647,Cesar,2013,Camas de observación,230
2648,Cesar,2013,Consultorios de consulta externa,263
2649,Cesar,2013,Consultorios en el servicio de urgencias,64
2650,Cesar,2013,Salas de quirófanos,15
2651,Cesar,2013,Mesas de partos,53
2652,Cesar,2013,Número de unidades de odontología,86
2653,Chocó,2013,Camas de hospitalización,213
2654,Chocó,2013,Camas de observación,79
2655,Chocó,2013,Consultorios de consulta externa,37
2656,Chocó,2013,Consultorios en el servicio de urgencias,9
2657,Chocó,2013,Salas de quirófanos,3
2658,Chocó,2013,Mesas de partos,9
2659,Chocó,2013,Número de unidades de odontología,11
2660,Córdoba,2013,Camas de hospitalización,757
2661,Córdoba,2013,Camas de observación,321
2662,Córdoba,2013,Consultorios de consulta externa,345
2663,Córdoba,2013,Consultorios en el servicio de urgencias,72
2664,Córdoba,2013,Salas de quirófanos,14
2665,Córdoba,2013,Mesas de partos,42
2666,Córdoba,2013,Número de unidades de odontología,119
2667,Cundinamarca,2013,Camas de hospitalización,1.747
2668,Cundinamarca,2013,Camas de observación,406
2669,Cundinamarca,2013,Consultorios de consulta externa,638
2670,Cundinamarca,2013,Consultorios en el servicio de urgencias,104
2671,Cundinamarca,2013,Salas de quirófanos,52
2672,Cundinamarca,2013,Mesas de partos,62
2673,Cundinamarca,2013,Número de unidades de odontología,258
2674,Guainía,2013,Camas de hospitalización,54
2675,Guainía,2013,Camas de observación,6
2676,Guainía,2013,Consultorios de consulta externa,7
2677,Guainía,2013,Consultorios en el servicio de urgencias,4
2678,Guainía,2013,Salas de quirófanos,2
2679,Guainía,2013,Mesas de partos,4
2680,Guainía,2013,Número de unidades de odontología,9
2681,Guaviare,2013,Camas de hospitalización,117
2682,Guaviare,2013,Camas de observación,35
2683,Guaviare,2013,Consultorios de consulta externa,28
2684,Guaviare,2013,Consultorios en el servicio de urgencias,11
2685,Guaviare,2013,Salas de quirófanos,2
2686,Guaviare,2013,Mesas de partos,5
2687,Guaviare,2013,Número de unidades de odontología,9
2688,Huila,2013,Camas de hospitalización,1.002
2689,Huila,2013,Camas de observación,353
2690,Huila,2013,Consultorios de consulta externa,278
2691,Huila,2013,Consultorios en el servicio de urgencias,72
2692,Huila,2013,Salas de quirófanos,17
2693,Huila,2013,Mesas de partos,45
2694,Huila,2013,Número de unidades de odontología,172
2695,La Guajira,2013,Camas de hospitalización,437
2696,La Guajira,2013,Camas de observación,177
2697,La Guajira,2013,Consultorios de consulta externa,247
2698,La Guajira,2013,Consultorios en el servicio de urgencias,42
2699,La Guajira,2013,Salas de quirófanos,11
2700,La Guajira,2013,Mesas de partos,31
2701,La Guajira,2013,Número de unidades de odontología,91
2702,Magdalena,2013,Camas de hospitalización,756
2703,Magdalena,2013,Camas de observación,223
2704,Magdalena,2013,Consultorios de consulta externa,312
2705,Magdalena,2013,Consultorios en el servicio de urgencias,69
2706,Magdalena,2013,Salas de quirófanos,18
2707,Magdalena,2013,Mesas de partos,70
2708,Magdalena,2013,Número de unidades de odontología,121
2709,Meta,2013,Camas de hospitalización,671
2710,Meta,2013,Camas de observación,170
2711,Meta,2013,Consultorios de consulta externa,276
2712,Meta,2013,Consultorios en el servicio de urgencias,50
2713,Meta,2013,Salas de quirófanos,9
2714,Meta,2013,Mesas de partos,35
2715,Meta,2013,Número de unidades de odontología,75
2716,Nariño,2013,Camas de hospitalización,687
2717,Nariño,2013,Camas de observación,518
2718,Nariño,2013,Consultorios de consulta externa,544
2719,Nariño,2013,Consultorios en el servicio de urgencias,111
2720,Nariño,2013,Salas de quirófanos,17
2721,Nariño,2013,Mesas de partos,85
2722,Nariño,2013,Número de unidades de odontología,282
2723,Norte de Santander,2013,Camas de hospitalización,826
2724,Norte de Santander,2013,Camas de observación,269
2725,Norte de Santander,2013,Consultorios de consulta externa,233
2726,Norte de Santander,2013,Consultorios en el servicio de urgencias,78
2727,Norte de Santander,2013,Salas de quirófanos,14
2728,Norte de Santander,2013,Mesas de partos,68
2729,Norte de Santander,2013,Número de unidades de odontología,124
2730,Putumayo,2013,Camas de hospitalización,363
2731,Putumayo,2013,Camas de observación,109
2732,Putumayo,2013,Consultorios de consulta externa,85
2733,Putumayo,2013,Consultorios en el servicio de urgencias,18
2734,Putumayo,2013,Salas de quirófanos,9
2735,Putumayo,2013,Mesas de partos,13
2736,Putumayo,2013,Número de unidades de odontología,48
2737,Quindío,2013,Camas de hospitalización,533
2738,Quindío,2013,Camas de observación,170
2739,Quindío,2013,Consultorios de consulta externa,188
2740,Quindío,2013,Consultorios en el servicio de urgencias,34
2741,Quindío,2013,Salas de quirófanos,10
2742,Quindío,2013,Mesas de partos,17
2743,Quindío,2013,Número de unidades de odontología,75
2744,Risaralda,2013,Camas de hospitalización,646
2745,Risaralda,2013,Camas de observación,199
2746,Risaralda,2013,Consultorios de consulta externa,294
2747,Risaralda,2013,Consultorios en el servicio de urgencias,42
2748,Risaralda,2013,Salas de quirófanos,14
2749,Risaralda,2013,Mesas de partos,21
2750,Risaralda,2013,Número de unidades de odontología,93
2751,Santander,2013,Camas de hospitalización,1.570
2752,Santander,2013,Camas de observación,389
2753,Santander,2013,Consultorios de consulta externa,406
2754,Santander,2013,Consultorios en el servicio de urgencias,121
2755,Santander,2013,Salas de quirófanos,29
2756,Santander,2013,Mesas de partos,94
2757,Santander,2013,Número de unidades de odontología,173
2758,Sucre,2013,Camas de hospitalización,633
2759,Sucre,2013,Camas de observación,210
2760,Sucre,2013,Consultorios de consulta externa,226
2761,Sucre,2013,Consultorios en el servicio de urgencias,42
2762,Sucre,2013,Salas de quirófanos,10
2763,Sucre,2013,Mesas de partos,44
2764,Sucre,2013,Número de unidades de odontología,62
2765,Tolima,2013,Camas de hospitalización,1.261
2766,Tolima,2013,Camas de observación,325
2767,Tolima,2013,Consultorios de consulta externa,330
2768,Tolima,2013,Consultorios en el servicio de urgencias,94
2769,Tolima,2013,Salas de quirófanos,18
2770,Tolima,2013,Mesas de partos,62
2771,Tolima,2013,Número de unidades de odontología,121
2772,Valle del Cauca,2013,Camas de hospitalización,1.785
2773,Valle del Cauca,2013,Camas de observación,511
2774,Valle del Cauca,2013,Consultorios de consulta externa,985
2775,Valle del Cauca,2013,Consultorios en el servicio de urgencias,137
2776,Valle del Cauca,2013,Salas de quirófanos,51
2777,Valle del Cauca,2013,Mesas de partos,67
2778,Valle del Cauca,2013,Número de unidades de odontología,400
2779,Vaupés,2013,Camas de hospitalización,14
2780,Vaupés,2013,Camas de observación,6
2781,Vaupés,2013,Consultorios de consulta externa,5
2782,Vaupés,2013,Consultorios en el servicio de urgencias,3
2783,Vaupés,2013,Salas de quirófanos,1
2784,Vaupés,2013,Mesas de partos,3
2785,Vaupés,2013,Número de unidades de odontología,5
2786,Vichada,2013,Camas de hospitalización,90
2787,Vichada,2013,Camas de observación,6
2788,Vichada,2013,Consultorios de consulta externa,22
2789,Vichada,2013,Consultorios en el servicio de urgencias,8
2790,Vichada,2013,Salas de quirófanos,2
2791,Vichada,2013,Mesas de partos,8
2792,Vichada,2013,Número de unidades de odontología,10
2793,Nacional,2014,Camas de hospitalización,26.009
2794,Nacional,2014,Camas de observación,8.068
2795,Nacional,2014,Consultorios de consulta externa,9.897
2796,Nacional,2014,Consultorios en el servicio de urgencias,1.939
2797,Nacional,2014,Salas de quirófanos,565
2798,Nacional,2014,Mesas de partos,1.309
2799,Nacional,2014,Número de unidades de odontología,4.063
2800,Amazonas,2014,Camas de hospitalización,86
2801,Amazonas,2014,Camas de observación,36
2802,Amazonas,2014,Consultorios de consulta externa,27
2803,Amazonas,2014,Consultorios en el servicio de urgencias,10
2804,Amazonas,2014,Salas de quirófanos,2
2805,Amazonas,2014,Mesas de partos,9
2806,Amazonas,2014,Número de unidades de odontología,11
2807,Antioquia,2014,Camas de hospitalización,3.305
2808,Antioquia,2014,Camas de observación,923
2809,Antioquia,2014,Consultorios de consulta externa,1.300
2810,Antioquia,2014,Consultorios en el servicio de urgencias,226
2811,Antioquia,2014,Salas de quirófanos,67
2812,Antioquia,2014,Mesas de partos,150
2813,Antioquia,2014,Número de unidades de odontología,485
2814,Arauca,2014,Camas de hospitalización,283
2815,Arauca,2014,Camas de observación,84
2816,Arauca,2014,Consultorios de consulta externa,120
2817,Arauca,2014,Consultorios en el servicio de urgencias,17
2818,Arauca,2014,Salas de quirófanos,11
2819,Arauca,2014,Mesas de partos,9
2820,Arauca,2014,Número de unidades de odontología,29
2821,Atlántico,2014,Camas de hospitalización,687
2822,Atlántico,2014,Camas de observación,185
2823,Atlántico,2014,Consultorios de consulta externa,211
2824,Atlántico,2014,Consultorios en el servicio de urgencias,42
2825,Atlántico,2014,Salas de quirófanos,14
2826,Atlántico,2014,Mesas de partos,33
2827,Atlántico,2014,Número de unidades de odontología,81
2828,"Bogotá, D.C.",2014,Camas de hospitalización,3.051
2829,"Bogotá, D.C.",2014,Camas de observación,539
2830,"Bogotá, D.C.",2014,Consultorios de consulta externa,965
2831,"Bogotá, D.C.",2014,Consultorios en el servicio de urgencias,126
2832,"Bogotá, D.C.",2014,Salas de quirófanos,72
2833,"Bogotá, D.C.",2014,Mesas de partos,33
2834,"Bogotá, D.C.",2014,Número de unidades de odontología,261
2835,Bolívar,2014,Camas de hospitalización,930
2836,Bolívar,2014,Camas de observación,394
2837,Bolívar,2014,Consultorios de consulta externa,409
2838,Bolívar,2014,Consultorios en el servicio de urgencias,97
2839,Bolívar,2014,Salas de quirófanos,18
2840,Bolívar,2014,Mesas de partos,66
2841,Bolívar,2014,Número de unidades de odontología,167
2842,Boyacá,2014,Camas de hospitalización,885
2843,Boyacá,2014,Camas de observación,209
2844,Boyacá,2014,Consultorios de consulta externa,494
2845,Boyacá,2014,Consultorios en el servicio de urgencias,72
