DP,DPNOM,AÑO,ÁREA GEOGRÁFICA,Población
97,Vaupés,2011,Total,32940
97,Vaupés,2012,Cabecera,10128
97,Vaupés,2012,Centros Poblados y Rural Disperso,24037
97,Vaupés,2012,Total,34165
97,Vaupés,2013,Cabecera,10479
97,Vaupés,2013,Centros Poblados y Rural Disperso,24874
97,Vaupés,2013,Total,35353
97,Vaupés,2014,Cabecera,10815
97,Vaupés,2014,Centros Poblados y Rural Disperso,25694
97,Vaupés,2014,Total,36509
97,Vaupés,2015,Cabecera,11151
97,Vaupés,2015,Centros Poblados y Rural Disperso,26487
97,Vaupés,2015,Total,37638
97,Vaupés,2016,Cabecera,11481
97,Vaupés,2016,Centros Poblados y Rural Disperso,27256
97,Vaupés,2016,Total,38737
97,Vaupés,2017,Cabecera,11802
97,Vaupés,2017,Centros Poblados y Rural Disperso,28009
97,Vaupés,2017,Total,39811
99,Vichada,2005,Cabecera,21961
99,Vichada,2005,Centros Poblados y Rural Disperso,55683
99,Vichada,2005,Total,77644
99,Vichada,2006,Cabecera,22417
99,Vichada,2006,Centros Poblados y Rural Disperso,57561
99,Vichada,2006,Total,79978
99,Vichada,2007,Cabecera,22833
99,Vichada,2007,Centros Poblados y Rural Disperso,59482
99,Vichada,2007,Total,82315
99,Vichada,2008,Cabecera,23238
99,Vichada,2008,Centros Poblados y Rural Disperso,61415
99,Vichada,2008,Total,84653
99,Vichada,2009,Cabecera,23604
99,Vichada,2009,Centros Poblados y Rural Disperso,63387
99,Vichada,2009,Total,86991
99,Vichada,2010,Cabecera,23946
99,Vichada,2010,Centros Poblados y Rural Disperso,65368
99,Vichada,2010,Total,89314
99,Vichada,2011,Cabecera,24247
99,Vichada,2011,Centros Poblados y Rural Disperso,67355
99,Vichada,2011,Total,91602
99,Vichada,2012,Cabecera,24506
99,Vichada,2012,Centros Poblados y Rural Disperso,69343
99,Vichada,2012,Total,93849
99,Vichada,2013,Cabecera,24754
99,Vichada,2013,Centros Poblados y Rural Disperso,71303
99,Vichada,2013,Total,96057
99,Vichada,2014,Cabecera,24951
99,Vichada,2014,Centros Poblados y Rural Disperso,73277
99,Vichada,2014,Total,98228
99,Vichada,2015,Cabecera,25141
99,Vichada,2015,Centros Poblados y Rural Disperso,75251
99,Vichada,2015,Total,100392
99,Vichada,2016,Cabecera,25331
99,Vichada,2016,Centros Poblados y Rural Disperso,77332
99,Vichada,2016,Total,102663
99,Vichada,2017,Cabecera,25537
99,Vichada,2017,Centros Poblados y Rural Disperso,79522
99,Vichada,2017,Total,105059
5,Antioquia,2018,Cabecera,4972941
5,Antioquia,2018,Centros Poblados y Rural Disperso,1434161
5,Antioquia,2018,Total,6407102
8,Atlántico,2018,Cabecera,2404831
8,Atlántico,2018,Centros Poblados y Rural Disperso,130686
8,Atlántico,2018,Total,2535517
11,"Bogotá, D.C.",2018,Cabecera,7387400
11,"Bogotá, D.C.",2018,Centros Poblados y Rural Disperso,25166
11,"Bogotá, D.C.",2018,Total,7412566
13,Bolívar,2018,Cabecera,1549063
13,Bolívar,2018,Centros Poblados y Rural Disperso,521047
13,Bolívar,2018,Total,2070110
15,Boyacá,2018,Cabecera,708006
15,Boyacá,2018,Centros Poblados y Rural Disperso,509370
15,Boyacá,2018,Total,1217376
17,Caldas,2018,Cabecera,740865
17,Caldas,2018,Centros Poblados y Rural Disperso,257390
17,Caldas,2018,Total,998255
18,Caquetá,2018,Cabecera,258280
18,Caquetá,2018,Centros Poblados y Rural Disperso,143569
18,Caquetá,2018,Total,401849
19,Cauca,2018,Cabecera,545902
19,Cauca,2018,Centros Poblados y Rural Disperso,918586
19,Cauca,2018,Total,1464488
20,Cesar,2018,Cabecera,903411
20,Cesar,2018,Centros Poblados y Rural Disperso,297163
20,Cesar,2018,Total,1200574
23,Córdoba,2018,Cabecera,937319
23,Córdoba,2018,Centros Poblados y Rural Disperso,847464
23,Córdoba,2018,Total,1784783
25,Cundinamarca,2018,Cabecera,2090845
25,Cundinamarca,2018,Centros Poblados y Rural Disperso,828215
25,Cundinamarca,2018,Total,2919060
27,Chocó,2018,Cabecera,243194
27,Chocó,2018,Centros Poblados y Rural Disperso,291632
27,Chocó,2018,Total,534826
41,Huila,2018,Cabecera,669697
41,Huila,2018,Centros Poblados y Rural Disperso,430689
41,Huila,2018,Total,1100386
44,La Guajira,2018,Cabecera,410636
44,La Guajira,2018,Centros Poblados y Rural Disperso,469924
44,La Guajira,2018,Total,880560
47,Magdalena,2018,Cabecera,938320
47,Magdalena,2018,Centros Poblados y Rural Disperso,403426
47,Magdalena,2018,Total,1341746
50,Meta,2018,Cabecera,795061
50,Meta,2018,Centros Poblados y Rural Disperso,244661
50,Meta,2018,Total,1039722
52,Nariño,2018,Cabecera,716592
52,Nariño,2018,Centros Poblados y Rural Disperso,914000
52,Nariño,2018,Total,1630592
54,Norte de Santander,2018,Cabecera,1173712
54,Norte de Santander,2018,Centros Poblados y Rural Disperso,317977
54,Norte de Santander,2018,Total,1491689
63,Quindio,2018,Cabecera,471910
63,Quindio,2018,Centros Poblados y Rural Disperso,67994
63,Quindio,2018,Total,539904
66,Risaralda,2018,Cabecera,736164
66,Risaralda,2018,Centros Poblados y Rural Disperso,207237
66,Risaralda,2018,Total,943401
68,Santander,2018,Cabecera,1655627
68,Santander,2018,Centros Poblados y Rural Disperso,529210
68,Santander,2018,Total,2184837
70,Sucre,2018,Cabecera,569089
70,Sucre,2018,Centros Poblados y Rural Disperso,335774
70,Sucre,2018,Total,904863
73,Tolima,2018,Cabecera,907506
73,Tolima,2018,Centros Poblados y Rural Disperso,422681
73,Tolima,2018,Total,1330187
76,Valle del Cauca,2018,Cabecera,3809542
76,Valle del Cauca,2018,Centros Poblados y Rural Disperso,666344
76,Valle del Cauca,2018,Total,4475886
81,Arauca,2018,Cabecera,172634
81,Arauca,2018,Centros Poblados y Rural Disperso,89540
81,Arauca,2018,Total,262174
85,Casanare,2018,Cabecera,295434
85,Casanare,2018,Centros Poblados y Rural Disperso,125070
85,Casanare,2018,Total,420504
86,Putumayo,2018,Cabecera,174539
86,Putumayo,2018,Centros Poblados y Rural Disperso,173643
86,Putumayo,2018,Total,348182
88,Archipiélago de San Andrés,2018,Cabecera,44893
88,Archipiélago de San Andrés,2018,Centros Poblados y Rural Disperso,16387
88,Archipiélago de San Andrés,2018,Total,61280
91,Amazonas,2018,Cabecera,37047
91,Amazonas,2018,Centros Poblados y Rural Disperso,39542
91,Amazonas,2018,Total,76589
94,Guainía,2018,Cabecera,20279
94,Guainía,2018,Centros Poblados y Rural Disperso,27835
94,Guainía,2018,Total,48114
95,Guaviare,2018,Cabecera,45991
95,Guaviare,2018,Centros Poblados y Rural Disperso,36776
95,Guaviare,2018,Total,82767
97,Vaupés,2018,Cabecera,12090
97,Vaupés,2018,Centros Poblados y Rural Disperso,28707
97,Vaupés,2018,Total,40797
99,Vichada,2018,Cabecera,25833
99,Vichada,2018,Centros Poblados y Rural Disperso,81975
99,Vichada,2018,Total,107808
5,Antioquia,2019,Cabecera,5133738
5,Antioquia,2019,Centros Poblados y Rural Disperso,1416468
5,Antioquia,2019,Total,6550206
8,Atlántico,2019,Cabecera,2502642
8,Atlántico,2019,Centros Poblados y Rural Disperso,135509
8,Atlántico,2019,Total,2638151
11,"Bogotá, D.C.",2019,Cabecera,7566185
11,"Bogotá, D.C.",2019,Centros Poblados y Rural Disperso,26686
11,"Bogotá, D.C.",2019,Total,7592871
13,Bolívar,2019,Cabecera,1587489
13,Bolívar,2019,Centros Poblados y Rural Disperso,543023
13,Bolívar,2019,Total,2130512
15,Boyacá,2019,Cabecera,722864
15,Boyacá,2019,Centros Poblados y Rural Disperso,508046
15,Boyacá,2019,Total,1230910
17,Caldas,2019,Cabecera,755182
17,Caldas,2019,Centros Poblados y Rural Disperso,253162
17,Caldas,2019,Total,1008344
18,Caquetá,2019,Cabecera,262723
18,Caquetá,2019,Centros Poblados y Rural Disperso,143419
18,Caquetá,2019,Total,406142
19,Cauca,2019,Cabecera,546328
19,Cauca,2019,Centros Poblados y Rural Disperso,932079
19,Cauca,2019,Total,1478407
20,Cesar,2019,Cabecera,942129
20,Cesar,2019,Centros Poblados y Rural Disperso,310269
20,Cesar,2019,Total,1252398
23,Córdoba,2019,Cabecera,945587
23,Córdoba,2019,Centros Poblados y Rural Disperso,862852
23,Córdoba,2019,Total,1808439
25,Cundinamarca,2019,Cabecera,2250178
25,Cundinamarca,2019,Centros Poblados y Rural Disperso,835344
25,Cundinamarca,2019,Total,3085522
27,Chocó,2019,Cabecera,243223
27,Chocó,2019,Centros Poblados y Rural Disperso,296710
27,Chocó,2019,Total,539933
41,Huila,2019,Cabecera,674903
41,Huila,2019,Centros Poblados y Rural Disperso,436941
41,Huila,2019,Total,1111844
44,La Guajira,2019,Cabecera,445158
44,La Guajira,2019,Centros Poblados y Rural Disperso,482348
44,La Guajira,2019,Total,927506
47,Magdalena,2019,Cabecera,967629
47,Magdalena,2019,Centros Poblados y Rural Disperso,421203
47,Magdalena,2019,Total,1388832
50,Meta,2019,Cabecera,803166
50,Meta,2019,Centros Poblados y Rural Disperso,248959
50,Meta,2019,Total,1052125
52,Nariño,2019,Cabecera,715004
52,Nariño,2019,Centros Poblados y Rural Disperso,913977
52,Nariño,2019,Total,1628981
54,Norte de Santander,2019,Cabecera,1235476
54,Norte de Santander,2019,Centros Poblados y Rural Disperso,329886
54,Norte de Santander,2019,Total,1565362
63,Quindio,2019,Cabecera,480255
63,Quindio,2019,Centros Poblados y Rural Disperso,67600
63,Quindio,2019,Total,547855
66,Risaralda,2019,Cabecera,749533
66,Risaralda,2019,Centros Poblados y Rural Disperso,202978
66,Risaralda,2019,Total,952511
68,Santander,2019,Cabecera,1704309
68,Santander,2019,Centros Poblados y Rural Disperso,533278
68,Santander,2019,Total,2237587
70,Sucre,2019,Cabecera,581298
70,Sucre,2019,Centros Poblados y Rural Disperso,347686
70,Sucre,2019,Total,928984
73,Tolima,2019,Cabecera,913544
73,Tolima,2019,Centros Poblados y Rural Disperso,421769
73,Tolima,2019,Total,1335313
76,Valle del Cauca,2019,Cabecera,3840356
76,Valle del Cauca,2019,Centros Poblados y Rural Disperso,666412
76,Valle del Cauca,2019,Total,4506768
81,Arauca,2019,Cabecera,183856
81,Arauca,2019,Centros Poblados y Rural Disperso,96253
81,Arauca,2019,Total,280109
85,Casanare,2019,Cabecera,303286
85,Casanare,2019,Centros Poblados y Rural Disperso,125277
85,Casanare,2019,Total,428563
86,Putumayo,2019,Cabecera,178490
86,Putumayo,2019,Centros Poblados y Rural Disperso,175269
86,Putumayo,2019,Total,353759
88,Archipiélago de San Andrés,2019,Cabecera,45222
88,Archipiélago de San Andrés,2019,Centros Poblados y Rural Disperso,17260
88,Archipiélago de San Andrés,2019,Total,62482
91,Amazonas,2019,Cabecera,37968
91,Amazonas,2019,Centros Poblados y Rural Disperso,39785
91,Amazonas,2019,Total,77753
94,Guainía,2019,Cabecera,21334
94,Guainía,2019,Centros Poblados y Rural Disperso,28139
94,Guainía,2019,Total,49473
95,Guaviare,2019,Cabecera,47379
95,Guaviare,2019,Centros Poblados y Rural Disperso,37337
95,Guaviare,2019,Total,84716
97,Vaupés,2019,Cabecera,12512
97,Vaupés,2019,Centros Poblados y Rural Disperso,30209
97,Vaupés,2019,Total,42721
99,Vichada,2019,Cabecera,26910
99,Vichada,2019,Centros Poblados y Rural Disperso,83689
99,Vichada,2019,Total,110599
